age,education,years_experience,skills_count,communication,leadership,technical,certifications,willing_to_travel,preferred_domain,role
60,Bachelors,36,2,6,5,4,2,1,Finance,MANAGER
56,Bachelors,34,4,6,8,4,5,1,HR,MANAGER
24,High School,0,4,6,7,7,1,1,IT,MANAGER
50,Masters,26,3,4,3,8,0,0,Marketing,PROJECT MANAGER
19,High School,0,4,4,6,6,3,0,Manufacturing,MANAGER
24,Diploma,0,3,5,3,3,1,0,HR,HR
50,Masters,25,4,5,3,4,5,0,IT,HR
47,PhD,21,4,5,1,6,2,0,Operations,PROJECT MANAGER
53,Bachelors,27,4,7,9,1,2,1,Manufacturing,DATA ANALYST
57,High School,34,2,6,6,3,5,0,HR,MANAGER
47,PhD,22,1,6,6,0,5,0,Marketing,BUSINESS ANALYST
20,High School,0,3,6,7,0,0,0,IT,MANAGER
22,Bachelors,2,3,6,7,10,0,0,IT,MANAGER
39,Bachelors,16,2,8,4,0,3,0,HR,HR
53,Masters,34,3,4,5,3,0,1,HR,HR
31,Bachelors,11,3,6,4,4,4,0,Marketing,DATA ANALYST
39,Bachelors,15,1,4,3,2,4,1,HR,BUSINESS ANALYST
30,Bachelors,7,4,2,6,2,2,0,Marketing,HR
36,High School,15,2,7,1,7,5,1,Finance,DATA ANALYST
22,Bachelors,0,4,10,3,6,1,0,Operations,HR
26,Diploma,6,2,6,4,4,3,0,HR,DATA ANALYST
48,Bachelors,23,7,7,8,8,3,0,Operations,PROJECT MANAGER
23,Bachelors,0,5,6,5,2,3,1,Finance,MANAGER
32,Masters,16,1,6,10,5,3,1,Marketing,BUSINESS ANALYST
25,Bachelors,3,4,6,6,10,1,0,Finance,HR
46,Bachelors,25,3,6,3,6,0,0,Finance,HR
38,PhD,14,2,5,3,8,5,1,HR,DATA ANALYST
34,Diploma,13,5,2,8,0,3,0,HR,HR
23,Bachelors,1,1,4,6,9,2,1,HR,PROJECT MANAGER
60,Bachelors,34,4,6,5,10,1,0,HR,DATA ANALYST
45,Diploma,23,4,3,8,6,2,0,Manufacturing,HR
34,Diploma,14,3,3,4,10,1,1,Operations,DATA ANALYST
19,Bachelors,1,6,5,0,4,2,0,Marketing,DATA ANALYST
30,Bachelors,9,2,6,7,2,2,1,Finance,MANAGER
54,High School,35,2,7,6,7,0,1,IT,DATA ANALYST
45,High School,22,4,7,6,7,0,0,Operations,PROJECT MANAGER
57,PhD,36,3,7,5,0,0,0,IT,PROJECT MANAGER
44,Masters,21,5,7,5,7,1,0,Finance,PROJECT MANAGER
34,Diploma,9,2,5,8,7,4,0,HR,HR
40,Bachelors,21,4,7,8,3,5,0,HR,DATA ANALYST
25,Masters,0,4,4,7,1,0,0,IT,DATA ANALYST
46,Bachelors,23,4,4,3,5,4,0,Manufacturing,HR
44,Masters,20,3,6,7,1,5,0,Finance,HR
34,Masters,11,3,4,3,6,3,1,Finance,DATA ANALYST
56,Masters,32,3,7,5,4,1,0,Manufacturing,MANAGER
55,Masters,33,1,5,7,1,1,0,Operations,MANAGER
40,Diploma,20,4,8,5,8,4,0,Operations,DATA ANALYST
60,PhD,39,2,8,6,7,3,0,Marketing,PROJECT MANAGER
24,Masters,0,4,4,5,4,0,0,Marketing,HR
35,Diploma,16,6,6,6,4,1,1,Operations,HR
19,High School,1,3,7,3,3,5,1,Operations,BUSINESS ANALYST
28,Masters,6,4,4,6,4,4,0,Marketing,MANAGER
44,Masters,19,4,2,6,6,1,0,HR,MANAGER
39,Diploma,21,1,5,7,2,2,0,Operations,HR
47,Bachelors,23,4,8,5,1,2,1,Manufacturing,HR
43,Diploma,21,4,7,5,1,2,0,Finance,HR
28,High School,11,3,6,3,2,2,1,Finance,BUSINESS ANALYST
56,Bachelors,34,1,6,1,1,5,0,Manufacturing,HR
46,Masters,27,4,9,1,6,2,0,IT,HR
20,Masters,0,5,7,5,6,5,0,Marketing,DATA ANALYST
34,High School,6,0,3,7,3,2,0,Finance,PROJECT MANAGER
58,High School,32,3,4,0,6,4,0,Manufacturing,DATA ANALYST
55,Diploma,28,3,6,8,4,5,0,Manufacturing,HR
19,Masters,0,8,4,5,3,4,0,Marketing,HR
29,High School,4,2,8,6,10,2,0,Marketing,PROJECT MANAGER
35,Bachelors,14,3,3,8,3,2,1,Manufacturing,PROJECT MANAGER
55,High School,32,6,5,6,7,5,1,IT,PROJECT MANAGER
54,Masters,29,4,8,3,4,5,0,Manufacturing,PROJECT MANAGER
34,Bachelors,7,3,9,1,7,1,0,Marketing,HR
21,Bachelors,0,0,3,6,4,0,1,IT,MANAGER
23,Masters,0,6,8,5,2,5,1,HR,HR
46,Bachelors,26,4,7,5,0,3,1,Operations,HR
27,Bachelors,1,5,8,7,4,3,0,IT,HR
48,Bachelors,22,4,6,5,10,2,0,Manufacturing,CLERK
30,High School,6,4,5,3,1,4,0,Marketing,HR
28,High School,6,4,5,6,5,5,0,Operations,DATA ANALYST
20,Bachelors,0,2,7,7,2,4,0,Finance,BUSINESS ANALYST
27,Bachelors,0,4,6,4,10,1,0,Finance,DATA ANALYST
22,Bachelors,0,4,10,5,7,3,0,HR,PROJECT MANAGER
42,Diploma,18,4,5,0,7,5,0,Marketing,DATA ANALYST
44,Masters,23,2,5,7,8,1,0,Operations,PROJECT MANAGER
39,Masters,18,2,6,6,2,3,0,Manufacturing,HR
50,Diploma,24,1,7,4,3,2,0,IT,MANAGER
56,Bachelors,39,3,8,6,3,5,0,Operations,MANAGER
30,PhD,6,1,8,4,1,3,0,HR,PROJECT MANAGER
29,Masters,8,0,5,4,0,0,1,Finance,PROJECT MANAGER
49,Masters,24,5,7,1,1,0,0,IT,HR
23,PhD,0,2,4,0,5,4,0,Manufacturing,DATA ANALYST
31,High School,8,2,6,3,8,2,0,Marketing,DATA ANALYST
18,Bachelors,0,1,7,8,5,1,0,Manufacturing,PROJECT MANAGER
45,Masters,25,6,7,4,7,3,0,Manufacturing,HR
33,Bachelors,5,3,6,5,1,5,1,IT,PROJECT MANAGER
43,Bachelors,18,4,10,6,6,3,1,Operations,HR
26,High School,7,3,5,3,3,1,0,Marketing,HR
22,Bachelors,0,1,6,0,1,5,1,Finance,PROJECT MANAGER
22,Bachelors,0,6,7,3,2,4,1,Manufacturing,HR
46,Masters,23,1,8,3,5,0,1,Manufacturing,MANAGER
44,Bachelors,23,6,5,2,3,0,0,Manufacturing,HR
50,Bachelors,27,0,1,4,7,1,0,Finance,PROJECT MANAGER
57,Masters,34,1,5,3,7,2,0,Finance,HR
26,Bachelors,0,1,3,2,6,0,1,Operations,BUSINESS ANALYST
31,Masters,10,5,3,4,3,1,0,IT,HR
32,Masters,6,3,4,1,3,3,1,Marketing,HR
43,Bachelors,17,3,3,2,0,2,0,Operations,HR
33,Bachelors,8,7,5,5,9,1,1,Marketing,HR
44,High School,29,3,7,3,6,1,0,Operations,MANAGER
50,Masters,32,3,7,7,0,5,0,Finance,MANAGER
30,Bachelors,6,2,3,5,4,3,0,HR,HR
48,Bachelors,23,4,6,7,6,3,0,HR,HR
51,Bachelors,25,5,7,3,6,1,0,Manufacturing,BUSINESS ANALYST
27,High School,10,3,5,7,0,5,0,Operations,BUSINESS ANALYST
38,Masters,13,2,8,1,0,2,0,IT,BUSINESS ANALYST
28,Bachelors,4,2,8,6,0,4,0,HR,HR
55,Diploma,36,0,5,3,5,5,0,Manufacturing,PROJECT MANAGER
49,PhD,23,2,6,6,5,4,0,Manufacturing,MANAGER
38,Masters,18,4,6,6,5,5,0,Manufacturing,HR
25,Bachelors,4,4,7,7,6,0,0,IT,MANAGER
30,Masters,8,2,4,4,5,5,0,HR,HR
46,High School,23,5,4,3,6,4,0,IT,MANAGER
59,Masters,37,4,4,9,6,0,1,IT,PROJECT MANAGER
26,Diploma,6,3,5,3,5,0,1,Finance,HR
33,Bachelors,12,2,7,5,1,3,0,Operations,MANAGER
18,Bachelors,0,0,4,4,7,1,0,Manufacturing,MANAGER
19,PhD,0,2,4,1,4,5,0,IT,CLERK
23,Diploma,4,3,7,3,6,2,0,Manufacturing,HR
21,Masters,4,3,3,5,3,2,0,Operations,PROJECT MANAGER
53,Masters,29,2,5,3,4,4,0,HR,BUSINESS ANALYST
58,Masters,30,3,4,5,3,2,0,HR,HR
41,Bachelors,18,1,5,8,5,4,1,Marketing,MANAGER
33,Diploma,7,3,7,7,3,0,0,Operations,MANAGER
49,Bachelors,22,2,6,6,4,0,0,HR,PROJECT MANAGER
25,Bachelors,2,0,3,0,0,0,0,Marketing,HR
32,Bachelors,8,6,5,3,2,0,1,Manufacturing,HR
31,Bachelors,10,4,5,6,0,5,1,Manufacturing,MANAGER
44,Bachelors,23,4,8,3,10,0,1,Manufacturing,BUSINESS ANALYST
31,Masters,5,2,5,4,3,0,1,Marketing,HR
49,Bachelors,26,1,6,9,5,0,0,IT,PROJECT MANAGER
48,Bachelors,22,0,7,6,1,5,0,Finance,HR
29,Diploma,9,5,6,3,0,3,0,IT,HR
36,Masters,14,4,6,5,3,2,0,Manufacturing,BUSINESS ANALYST
35,Bachelors,13,2,5,2,4,1,0,Manufacturing,HR
46,Bachelors,24,4,7,4,10,1,0,Operations,MANAGER
42,PhD,23,1,3,9,0,4,0,HR,HR
45,PhD,16,1,6,10,0,0,1,Manufacturing,MANAGER
24,Bachelors,2,0,5,5,5,2,0,Finance,MANAGER
51,Masters,24,2,7,3,6,1,0,Marketing,HR
40,Masters,22,1,6,5,4,3,0,HR,HR
25,Bachelors,2,1,5,7,1,2,0,Finance,HR
38,Masters,14,3,5,5,2,5,1,Manufacturing,CLERK
22,Masters,1,1,4,4,3,0,0,HR,CLERK
47,High School,28,4,0,5,4,2,1,HR,PROJECT MANAGER
52,Diploma,30,3,5,5,5,2,0,IT,BUSINESS ANALYST
19,PhD,0,2,7,3,6,1,0,Operations,PROJECT MANAGER
30,Masters,6,4,7,7,4,2,0,Finance,DATA ANALYST
35,Masters,16,2,8,4,7,0,0,Operations,DATA ANALYST
50,Bachelors,30,1,4,5,7,4,0,Finance,DATA ANALYST
50,PhD,25,4,3,9,4,2,0,IT,MANAGER
19,Masters,0,1,7,0,0,5,0,Finance,BUSINESS ANALYST
27,High School,1,2,4,2,8,4,0,HR,DATA ANALYST
23,PhD,1,2,6,5,5,5,0,Marketing,HR
54,Masters,31,5,4,8,0,1,1,HR,PROJECT MANAGER
49,High School,26,2,5,5,8,1,1,Finance,MANAGER
35,Bachelors,10,4,6,6,4,1,0,IT,MANAGER
44,Bachelors,21,2,6,6,3,0,0,Operations,HR
44,Bachelors,23,1,4,6,8,3,1,Operations,PROJECT MANAGER
28,Bachelors,1,2,7,1,10,2,0,Operations,DATA ANALYST
39,Bachelors,14,2,3,1,3,1,0,Finance,MANAGER
18,Bachelors,0,9,4,4,2,1,0,Finance,BUSINESS ANALYST
27,Diploma,10,5,7,2,8,2,0,HR,DATA ANALYST
46,Bachelors,22,3,4,4,3,2,0,Finance,PROJECT MANAGER
50,Masters,35,1,1,9,9,0,1,Finance,DATA ANALYST
32,Bachelors,13,0,6,6,5,3,0,Marketing,PROJECT MANAGER
33,PhD,13,2,3,2,4,3,0,Manufacturing,PROJECT MANAGER
44,Bachelors,23,3,6,0,4,2,0,Finance,DATA ANALYST
57,High School,34,5,0,5,10,2,0,Marketing,DATA ANALYST
28,Bachelors,8,1,6,6,3,4,0,IT,MANAGER
52,Bachelors,28,4,4,6,2,5,0,Finance,MANAGER
25,High School,4,4,6,4,5,0,1,Finance,HR
48,Bachelors,21,1,4,1,7,4,0,Manufacturing,PROJECT MANAGER
35,Masters,11,2,3,6,6,1,0,IT,MANAGER
39,Masters,20,2,5,3,3,5,1,IT,PROJECT MANAGER
26,Diploma,3,3,10,5,6,4,1,HR,HR
41,Masters,18,4,4,5,3,3,0,HR,HR
59,Diploma,36,5,2,6,9,2,1,Marketing,BUSINESS ANALYST
25,Bachelors,5,4,6,1,2,0,0,HR,HR
52,Bachelors,30,5,6,5,3,3,0,Finance,MANAGER
43,Bachelors,23,2,6,5,5,5,0,HR,MANAGER
25,Masters,7,4,10,6,2,4,0,Operations,MANAGER
25,Masters,0,2,5,3,8,0,0,Operations,DATA ANALYST
26,Bachelors,5,3,3,6,2,4,1,HR,DATA ANALYST
32,Masters,8,2,8,8,10,2,0,HR,MANAGER
40,Bachelors,18,1,3,5,6,2,0,IT,PROJECT MANAGER
31,Diploma,4,4,5,5,6,1,1,HR,HR
59,Masters,37,1,4,5,2,1,1,Marketing,BUSINESS ANALYST
38,High School,17,4,7,7,9,1,1,Manufacturing,MANAGER
30,Masters,6,2,7,4,8,3,0,Finance,CLERK
50,Masters,21,4,4,0,1,2,0,Finance,MANAGER
38,Diploma,17,3,6,3,8,2,0,IT,DATA ANALYST
60,Bachelors,35,2,2,0,5,5,1,Finance,DATA ANALYST
51,Bachelors,26,4,4,0,6,0,1,Operations,HR
40,Bachelors,15,3,2,8,6,1,1,Operations,MANAGER
18,Masters,4,5,10,1,3,2,1,Marketing,HR
20,Bachelors,0,4,5,8,3,1,0,Finance,PROJECT MANAGER
42,Masters,19,5,6,6,0,5,1,HR,HR
46,Masters,17,6,7,6,4,1,1,IT,HR
55,Diploma,36,3,5,3,6,3,0,Operations,HR
25,PhD,0,1,7,6,7,5,1,Operations,HR
42,Diploma,20,3,2,6,3,0,0,Manufacturing,HR
20,Bachelors,2,4,9,1,2,0,0,Operations,HR
21,Bachelors,0,2,7,8,3,5,1,HR,HR
21,Bachelors,0,1,6,3,7,0,1,Manufacturing,DATA ANALYST
54,Diploma,32,2,7,0,10,4,0,IT,BUSINESS ANALYST
34,Masters,10,3,5,4,10,3,1,Marketing,DATA ANALYST
60,Masters,35,5,8,1,4,0,0,Operations,BUSINESS ANALYST
42,Diploma,24,1,8,4,7,1,1,Marketing,DATA ANALYST
54,Bachelors,35,4,7,3,1,2,0,IT,CLERK
19,Diploma,7,4,2,0,4,3,0,IT,DATA ANALYST
20,Bachelors,0,2,10,5,3,0,1,HR,HR
32,Masters,13,1,4,4,1,1,1,Operations,HR
52,Masters,23,1,6,6,6,3,0,Manufacturing,MANAGER
51,Bachelors,27,4,7,1,0,1,0,Manufacturing,MANAGER
34,PhD,9,3,5,3,0,1,0,HR,HR
27,Bachelors,4,3,7,6,1,0,0,HR,HR
40,Masters,17,3,4,6,9,3,0,HR,HR
58,PhD,32,5,3,7,9,5,0,IT,PROJECT MANAGER
47,Bachelors,25,2,7,3,4,3,1,Operations,HR
58,Bachelors,34,2,7,4,5,0,0,Finance,BUSINESS ANALYST
18,Bachelors,0,5,5,9,5,0,0,Manufacturing,DATA ANALYST
29,PhD,8,1,5,6,9,2,0,Marketing,HR
59,High School,38,2,4,4,6,1,0,Finance,HR
26,Bachelors,4,4,4,4,8,3,1,HR,HR
29,PhD,5,5,7,7,0,0,0,Finance,PROJECT MANAGER
41,Bachelors,24,1,5,3,4,3,1,IT,PROJECT MANAGER
33,PhD,12,4,3,7,8,0,0,Operations,DATA ANALYST
19,Diploma,0,2,6,8,8,3,0,Operations,DATA ANALYST
41,Bachelors,16,5,3,4,5,0,0,Manufacturing,DATA ANALYST
32,High School,6,2,4,8,10,4,0,IT,PROJECT MANAGER
40,PhD,22,3,4,5,2,5,0,Operations,MANAGER
33,Diploma,10,3,5,3,8,1,0,Finance,PROJECT MANAGER
26,Bachelors,6,3,2,7,0,1,0,Manufacturing,HR
24,Masters,2,2,5,3,0,2,0,Manufacturing,HR
44,Bachelors,15,2,5,7,0,0,1,Manufacturing,MANAGER
47,High School,22,5,6,7,5,5,0,Operations,PROJECT MANAGER
24,Masters,6,2,4,5,2,1,0,Marketing,HR
45,PhD,24,3,3,7,4,1,1,HR,BUSINESS ANALYST
60,Bachelors,35,0,4,1,4,5,0,HR,PROJECT MANAGER
39,Bachelors,13,5,5,10,8,0,1,Finance,MANAGER
26,High School,4,0,3,2,7,1,1,Manufacturing,DATA ANALYST
49,High School,27,4,10,8,6,0,1,Marketing,DATA ANALYST
21,Bachelors,3,7,6,3,5,3,0,HR,HR
36,Bachelors,13,3,7,1,7,5,0,Operations,DATA ANALYST
18,Bachelors,0,4,3,3,9,1,1,HR,DATA ANALYST
43,PhD,17,0,4,4,2,4,0,Marketing,PROJECT MANAGER
30,Masters,7,4,4,2,5,3,0,IT,HR
31,Bachelors,11,3,5,3,0,5,0,Finance,BUSINESS ANALYST
32,Masters,13,1,3,3,0,1,0,IT,PROJECT MANAGER
43,Bachelors,23,0,7,4,3,3,0,Marketing,DATA ANALYST
38,High School,20,3,8,1,6,5,1,Manufacturing,DATA ANALYST
27,Masters,5,2,7,6,1,1,0,Finance,HR
52,High School,34,3,8,4,6,2,0,Operations,PROJECT MANAGER
46,Diploma,20,3,5,6,5,2,0,Manufacturing,PROJECT MANAGER
41,Diploma,18,1,3,3,6,1,0,HR,PROJECT MANAGER
58,Masters,37,4,7,2,2,1,1,IT,HR
26,Bachelors,5,5,5,9,7,4,0,Operations,HR
54,Masters,33,3,5,3,3,0,0,IT,DATA ANALYST
50,Masters,28,2,6,2,9,4,0,Finance,PROJECT MANAGER
54,Bachelors,30,6,3,0,1,3,0,Operations,HR
32,High School,11,3,6,6,5,0,0,HR,HR
60,Bachelors,44,3,5,8,10,5,0,IT,DATA ANALYST
22,Bachelors,0,4,9,6,6,2,0,Manufacturing,HR
49,High School,25,1,3,6,5,3,0,HR,MANAGER
28,Bachelors,4,4,5,7,5,4,0,Finance,MANAGER
20,Masters,1,2,5,3,0,0,0,Finance,BUSINESS ANALYST
44,Masters,17,5,6,3,2,0,0,IT,HR
42,Bachelors,20,6,5,6,2,5,0,Marketing,HR
52,Masters,28,2,6,8,6,2,0,IT,BUSINESS ANALYST
54,High School,32,3,5,3,3,4,0,Manufacturing,BUSINESS ANALYST
50,Bachelors,24,0,6,0,7,1,0,HR,HR
31,High School,9,6,3,4,4,4,0,Finance,HR
34,Bachelors,12,2,3,9,4,2,0,HR,MANAGER
42,Masters,26,3,3,6,1,1,0,Operations,PROJECT MANAGER
22,Masters,1,2,6,4,4,0,0,Manufacturing,HR
24,Diploma,6,2,5,5,2,4,0,Operations,CLERK
40,Bachelors,20,2,7,4,8,2,1,HR,HR
58,Masters,35,0,6,4,0,1,0,IT,MANAGER
42,High School,24,4,10,5,2,4,1,IT,HR
29,High School,7,4,6,1,6,5,0,Finance,DATA ANALYST
48,PhD,24,5,7,5,10,1,1,Marketing,HR
35,High School,11,1,8,1,10,3,1,Manufacturing,PROJECT MANAGER
30,High School,10,2,2,4,2,0,0,IT,DATA ANALYST
42,High School,22,3,6,2,4,5,1,Manufacturing,MANAGER
53,Bachelors,33,1,7,7,5,0,1,HR,DATA ANALYST
35,Masters,15,2,9,5,4,2,0,Marketing,MANAGER
44,High School,21,1,9,8,7,0,0,Manufacturing,MANAGER
42,High School,19,5,7,1,4,4,0,IT,HR
53,Masters,31,4,6,6,4,2,0,Marketing,MANAGER
18,Bachelors,0,4,6,7,9,5,0,Manufacturing,PROJECT MANAGER
20,Bachelors,0,3,3,5,0,1,0,Finance,HR
37,Bachelors,15,6,5,2,7,5,0,HR,HR
31,High School,13,2,8,5,1,4,0,Operations,HR
39,Bachelors,16,5,5,2,3,2,0,HR,HR
59,Masters,34,4,5,3,6,3,0,IT,DATA ANALYST
29,Masters,2,5,5,6,3,2,0,IT,HR
30,Masters,10,1,8,6,6,5,0,Operations,PROJECT MANAGER
51,Bachelors,26,5,8,5,5,4,0,Marketing,DATA ANALYST
60,Masters,33,2,5,4,7,0,0,Marketing,PROJECT MANAGER
35,Masters,13,4,6,6,9,1,0,HR,HR
59,Bachelors,35,4,9,4,3,2,1,Manufacturing,HR
56,High School,34,1,7,5,3,1,0,Finance,PROJECT MANAGER
26,Masters,4,1,6,6,9,2,0,HR,MANAGER
24,Bachelors,0,1,7,5,4,5,1,HR,HR
30,Bachelors,5,4,8,6,0,1,0,Finance,HR
60,Bachelors,34,2,9,2,8,1,0,IT,PROJECT MANAGER
59,Masters,37,4,5,6,6,1,0,IT,HR
38,Masters,12,2,3,1,1,2,0,IT,DATA ANALYST
56,Bachelors,34,5,5,2,0,0,0,IT,MANAGER
46,High School,23,4,2,9,3,0,0,IT,MANAGER
22,Bachelors,4,1,8,4,5,5,1,IT,DATA ANALYST
28,Diploma,11,2,4,9,10,2,0,Manufacturing,PROJECT MANAGER
45,Masters,21,3,10,0,10,5,1,Operations,DATA ANALYST
50,Masters,30,1,5,2,1,3,0,IT,MANAGER
60,Bachelors,37,7,6,10,0,5,0,Operations,PROJECT MANAGER
44,PhD,22,5,4,7,10,2,1,HR,DATA ANALYST
49,Bachelors,28,3,3,5,6,2,0,HR,DATA ANALYST
37,Bachelors,16,3,5,5,6,2,0,HR,HR
47,Bachelors,27,3,4,6,1,3,1,Marketing,BUSINESS ANALYST
23,Bachelors,3,2,8,5,0,4,1,IT,HR
50,Bachelors,28,2,5,6,7,1,1,Finance,HR
48,Diploma,28,5,4,0,5,1,0,Operations,HR
53,Masters,30,3,5,8,1,4,0,Marketing,PROJECT MANAGER
45,Bachelors,22,3,5,5,9,5,0,Operations,PROJECT MANAGER
38,Bachelors,19,4,6,0,0,3,1,Manufacturing,HR
44,Bachelors,20,2,5,3,6,4,0,Marketing,HR
33,PhD,8,2,4,4,0,3,0,Manufacturing,HR
37,Masters,25,0,6,4,3,2,0,Finance,BUSINESS ANALYST
31,PhD,9,3,5,4,5,1,0,IT,MANAGER
47,High School,26,2,5,5,8,3,1,Finance,PROJECT MANAGER
44,Bachelors,23,3,5,0,5,3,0,Finance,DATA ANALYST
36,High School,12,1,5,4,5,1,0,Operations,MANAGER
24,Bachelors,1,3,6,2,5,4,1,Manufacturing,BUSINESS ANALYST
35,Masters,10,2,8,7,2,3,0,HR,HR
43,Masters,19,3,7,1,6,3,1,Marketing,PROJECT MANAGER
27,PhD,0,2,5,1,7,4,1,HR,BUSINESS ANALYST
18,Diploma,4,0,4,3,3,4,0,IT,DATA ANALYST
48,PhD,21,0,5,7,2,2,1,Manufacturing,HR
39,Bachelors,13,1,6,6,2,4,0,Finance,HR
43,PhD,20,2,8,1,6,1,1,HR,DATA ANALYST
33,Diploma,9,0,6,7,6,0,0,HR,PROJECT MANAGER
24,PhD,5,6,6,6,5,3,1,HR,HR
56,Masters,33,3,5,1,9,1,0,HR,DATA ANALYST
51,Masters,28,3,5,7,4,0,0,HR,BUSINESS ANALYST
31,Bachelors,3,3,8,3,4,1,0,Marketing,HR
28,Masters,10,0,8,1,8,3,0,IT,MANAGER
23,Diploma,0,2,6,2,4,1,0,Marketing,HR
40,High School,13,2,4,0,8,5,1,Operations,MANAGER
38,Bachelors,16,1,4,5,7,2,0,IT,HR
36,Bachelors,17,6,1,0,8,2,0,Manufacturing,DATA ANALYST
38,Bachelors,16,4,5,5,2,2,0,Manufacturing,HR
57,Masters,34,3,8,4,3,1,1,Marketing,BUSINESS ANALYST
54,Diploma,26,3,2,8,1,3,0,Operations,MANAGER
51,Bachelors,21,6,4,7,5,1,0,Manufacturing,PROJECT MANAGER
49,High School,28,1,10,5,3,0,0,Marketing,BUSINESS ANALYST
31,Bachelors,7,2,9,4,1,3,0,Marketing,HR
28,High School,4,3,6,10,5,4,1,Marketing,BUSINESS ANALYST
52,Bachelors,29,2,7,1,5,3,0,Manufacturing,BUSINESS ANALYST
33,Diploma,10,3,6,6,9,0,1,Operations,DATA ANALYST
32,Masters,11,1,4,7,9,4,1,IT,PROJECT MANAGER
41,Masters,25,2,1,5,5,4,0,Manufacturing,PROJECT MANAGER
45,Masters,23,3,2,5,4,2,1,IT,HR
35,High School,9,3,5,4,6,2,1,Marketing,PROJECT MANAGER
60,High School,33,4,6,4,0,5,1,IT,MANAGER
59,High School,35,6,7,3,8,5,0,Operations,DATA ANALYST
53,Masters,29,1,6,5,8,4,1,Finance,DATA ANALYST
45,Bachelors,23,2,3,4,4,3,0,Finance,DATA ANALYST
24,High School,1,3,10,7,10,4,1,IT,HR
29,Diploma,5,2,6,6,8,4,0,Marketing,DATA ANALYST
41,Masters,23,2,7,6,6,3,1,Operations,MANAGER
54,Bachelors,31,2,4,5,0,4,0,Marketing,MANAGER
59,High School,35,0,2,0,3,3,0,HR,PROJECT MANAGER
32,Bachelors,9,1,9,6,2,3,1,Marketing,HR
43,Masters,20,2,6,6,0,0,0,IT,HR
59,Bachelors,42,5,8,6,8,0,0,HR,DATA ANALYST
24,Bachelors,0,6,4,3,5,4,0,Marketing,DATA ANALYST
59,High School,35,0,5,5,1,5,0,Operations,PROJECT MANAGER
53,Bachelors,33,4,5,4,5,2,0,Marketing,HR
30,Diploma,11,5,7,8,0,1,1,Manufacturing,HR
26,PhD,0,1,8,6,0,0,1,Manufacturing,HR
50,Masters,26,3,5,2,0,1,0,HR,HR
45,Bachelors,24,1,7,5,3,4,1,Finance,MANAGER
29,High School,7,3,9,2,0,4,0,Manufacturing,DATA ANALYST
26,Masters,0,2,4,3,2,3,0,IT,HR
35,Bachelors,7,4,8,6,7,2,1,Marketing,HR
57,Bachelors,29,2,4,7,6,5,1,Marketing,HR
23,High School,0,2,2,4,3,0,1,Finance,HR
30,Masters,10,8,7,9,6,4,0,Finance,MANAGER
25,Bachelors,0,4,4,4,5,4,0,Marketing,DATA ANALYST
20,Masters,0,1,10,0,1,5,0,Finance,HR
39,Bachelors,15,2,6,6,8,3,1,Finance,PROJECT MANAGER
27,PhD,8,3,7,0,7,4,0,Operations,HR
22,High School,1,1,6,5,4,0,1,Operations,MANAGER
46,Masters,23,2,2,5,1,1,0,Operations,PROJECT MANAGER
57,High School,34,2,6,10,0,4,0,Finance,MANAGER
47,Bachelors,23,2,3,1,0,3,1,Operations,BUSINESS ANALYST
42,PhD,20,4,5,6,0,0,0,Marketing,PROJECT MANAGER
29,High School,0,0,6,6,7,5,0,Finance,HR
42,Masters,22,8,8,4,10,0,0,Marketing,MANAGER
45,Diploma,21,1,6,8,3,5,1,IT,PROJECT MANAGER
31,High School,9,5,7,2,4,3,0,Operations,HR
41,Masters,15,1,5,3,5,4,1,Manufacturing,PROJECT MANAGER
47,Bachelors,23,4,6,5,2,3,0,HR,MANAGER
25,PhD,4,3,2,2,5,0,1,Finance,DATA ANALYST
20,Masters,0,4,6,4,9,2,0,Operations,DATA ANALYST
26,Masters,6,2,10,4,6,1,0,HR,BUSINESS ANALYST
44,Masters,21,4,6,3,1,0,0,HR,HR
33,Bachelors,7,3,6,8,6,1,0,Manufacturing,HR
31,Masters,12,1,5,7,4,3,0,IT,CLERK
51,Bachelors,28,3,5,1,2,5,0,Operations,MANAGER
49,Bachelors,27,4,1,2,9,0,1,Manufacturing,PROJECT MANAGER
22,Masters,0,3,7,7,9,2,0,Marketing,MANAGER
23,Masters,2,4,5,5,6,0,0,Finance,HR
29,Bachelors,5,1,4,5,6,4,0,Operations,DATA ANALYST
28,High School,8,4,2,4,6,4,0,Finance,DATA ANALYST
22,Bachelors,0,0,5,2,5,2,1,Operations,PROJECT MANAGER
60,Bachelors,33,5,4,7,3,2,0,Finance,HR
49,High School,25,3,2,3,10,4,0,HR,HR
57,High School,37,1,7,4,10,3,0,Operations,DATA ANALYST
42,Diploma,23,6,3,1,4,2,0,Operations,DATA ANALYST
51,Diploma,28,2,5,5,5,0,0,Finance,MANAGER
19,Diploma,0,4,4,7,5,2,1,IT,DATA ANALYST
45,Masters,24,1,8,4,0,2,1,Operations,HR
22,Bachelors,0,2,6,4,9,5,0,IT,DATA ANALYST
42,Bachelors,21,6,7,6,9,3,0,Manufacturing,PROJECT MANAGER
57,Masters,38,3,9,3,5,3,0,Finance,BUSINESS ANALYST
31,Masters,11,3,4,7,4,0,0,IT,PROJECT MANAGER
22,PhD,0,2,4,6,3,2,0,Operations,MANAGER
21,Bachelors,4,0,6,4,5,4,0,Finance,PROJECT MANAGER
